LOCATION,INDICATOR,SUBJECT,MEASURE,TIME_PERIOD,OBS_VALUE,ccodealp_year
TUR,GPENSION,MEN,PC_PRERETEARN,2014,75.7,TUR14
CHE,GPENSION,MEN,PC_PRERETEARN,2014,40.2,CHE14
SWE,GPENSION,MEN,PC_PRERETEARN,2014,56.0,SWE14
ESP,GPENSION,MEN,PC_PRERETEARN,2014,82.1,ESP14
SVK,GPENSION,MEN,PC_PRERETEARN,2014,62.1,SVK14
PRT,GPENSION,MEN,PC_PRERETEARN,2014,73.8,PRT14
POL,GPENSION,MEN,PC_PRERETEARN,2014,43.1,POL14
NOR,GPENSION,MEN,PC_PRERETEARN,2014,49.8,NOR14
NZL,GPENSION,MEN,PC_PRERETEARN,2014,40.1,NZL14
NLD,GPENSION,MEN,PC_PRERETEARN,2014,90.5,NLD14
MEX,GPENSION,MEN,PC_PRERETEARN,2014,25.5,MEX14
LUX,GPENSION,MEN,PC_PRERETEARN,2014,76.8,LUX14
KOR,GPENSION,MEN,PC_PRERETEARN,2014,39.3,KOR14
JPN,GPENSION,MEN,PC_PRERETEARN,2014,35.1,JPN14
ITA,GPENSION,MEN,PC_PRERETEARN,2014,69.5,ITA14
IRL,GPENSION,MEN,PC_PRERETEARN,2014,34.7,IRL14
ISL,GPENSION,MEN,PC_PRERETEARN,2014,69.2,ISL14
HUN,GPENSION,MEN,PC_PRERETEARN,2014,58.7,HUN14
GRC,GPENSION,MEN,PC_PRERETEARN,2014,66.7,GRC14
DEU,GPENSION,MEN,PC_PRERETEARN,2014,37.5,DEU14
FRA,GPENSION,MEN,PC_PRERETEARN,2014,55.4,FRA14
FIN,GPENSION,MEN,PC_PRERETEARN,2014,55.8,FIN14
DNK,GPENSION,MEN,PC_PRERETEARN,2014,67.8,DNK14
CZE,GPENSION,MEN,PC_PRERETEARN,2014,49.0,CZE14
CAN,GPENSION,MEN,PC_PRERETEARN,2014,36.7,CAN14
BEL,GPENSION,MEN,PC_PRERETEARN,2014,46.6,BEL14
AUT,GPENSION,MEN,PC_PRERETEARN,2014,78.1,AUT14
AUS,GPENSION,MEN,PC_PRERETEARN,2014,44.5,AUS14
PAN,PENSIONASSET,TOT,PC_GDP,2014,0.77,PAN14
NAM,PENSIONASSET,TOT,PC_GDP,2014,83.592,NAM14
SLV,PENSIONASSET,TOT,PC_GDP,2014,35.647,SLV14
TZA,PENSIONASSET,TOT,MLN_USD,2014,3888.85,TZA14
GHA,PENSIONASSET,TOT,MLN_USD,2014,806.696,GHA14
IDN,GPENSIONWEALTH,WOMEN,MULTAGEARN,2014,2.3,IDN14
IND,GPENSIONWEALTH,WOMEN,MULTAGEARN,2014,16.9,IND14
CHN,GPENSIONWEALTH,WOMEN,MULTAGEARN,2014,16.2,CHN14
BRA,GPENSIONWEALTH,WOMEN,MULTAGEARN,2014,14.5,BRA14
ARG,GPENSIONWEALTH,WOMEN,MULTAGEARN,2014,14.9,ARG14
EU28,NPENSION,MEN,PC_PRERETEARN,2014,70.9,EU2814
OAVG,NPENSION,MEN,PC_PRERETEARN,2014,63.2,OAVG14
ZAF,NPENSION,MEN,PC_PRERETEARN,2014,11.8,ZAF14
SAU,NPENSION,MEN,PC_PRERETEARN,2014,65.4,SAU14
IDN,GPENSION,WOMEN,PC_PRERETEARN,2014,11.8,IDN14
IND,GPENSION,WOMEN,PC_PRERETEARN,2014,91.3,IND14
CHN,GPENSION,WOMEN,PC_PRERETEARN,2014,69.0,CHN14
BRA,GPENSION,WOMEN,PC_PRERETEARN,2014,52.9,BRA14
ARG,GPENSION,WOMEN,PC_PRERETEARN,2014,71.5,ARG14
ARM,PRIVPENSIONASSET,TOT,MLN_USD,2014,25.569,ARM14
EGY,PRIVPENSIONASSET,TOT,MLN_USD,2014,5552.071,EGY14
CHL,NPENSIONWEALTH,WOMEN,MULTAGEARN,2014,5.4,CHL14
ZAF,PENSIONASSET,TOT,MLN_USD,2014,179963.219,ZAF14
PER,PENSIONASSET,TOT,MLN_USD,2014,38359.631,PER14
MLT,PENSIONASSET,TOT,MLN_USD,2014,2599.169,MLT14
URY,PENSIONASSET,TOT,PC_GDP,2014,18.446,URY14
CHE,PENSIONASSET,TOT,MLN_USD,2014,785906.324,CHE14
USA,PENSIONASSET,TOT,MLN_USD,2014,14344573.53,USA14
JPN,PENSIONASSET,TOT,MLN_USD,2014,869084.027,JPN14
BEL,PENSIONASSET,TOT,PC_GDP,2014,5.633,BEL14
SRB,PRIVPENSIONASSET,TOT,MLN_USD,2014,237.818,SRB14
TUR,PRIVPENSIONASSET,TOT,MLN_USD,2014,41119.007,TUR14
CZE,PRIVPENSIONASSET,TOT,MLN_USD,2014,14853.952,CZE14
GRC,GPENSIONWEALTH,WOMEN,MULTAGEARN,2014,14.1,GRC14
DEU,GPENSIONWEALTH,WOMEN,MULTAGEARN,2014,15.7,DEU14
FRA,GPENSIONWEALTH,WOMEN,MULTAGEARN,2014,12.3,FRA14
FIN,GPENSIONWEALTH,WOMEN,MULTAGEARN,2014,11.7,FIN14
DNK,GPENSIONWEALTH,WOMEN,MULTAGEARN,2014,12.6,DNK14
CZE,GPENSIONWEALTH,WOMEN,MULTAGEARN,2014,8.7,CZE14
CAN,GPENSIONWEALTH,WOMEN,MULTAGEARN,2014,7.0,CAN14
CHL,GPENSIONWEALTH,MEN,MULTAGEARN,2014,5.8,CHL14
ESP,GPENSIONWEALTH,WOMEN,MULTAGEARN,2014,17.2,ESP14
SVK,GPENSIONWEALTH,WOMEN,MULTAGEARN,2014,10.2,SVK14
PRT,GPENSIONWEALTH,WOMEN,MULTAGEARN,2014,13.6,PRT14
POL,GPENSIONWEALTH,WOMEN,MULTAGEARN,2014,7.7,POL14
NOR,GPENSIONWEALTH,WOMEN,MULTAGEARN,2014,10.8,NOR14
NZL,GPENSIONWEALTH,WOMEN,MULTAGEARN,2014,9.3,NZL14
NLD,GPENSIONWEALTH,WOMEN,MULTAGEARN,2014,19.6,NLD14
MEX,GPENSIONWEALTH,MEN,MULTAGEARN,2014,4.5,MEX14
LUX,GPENSIONWEALTH,MEN,MULTAGEARN,2014,17.8,LUX14
KOR,GPENSIONWEALTH,MEN,MULTAGEARN,2014,7.2,KOR14
JPN,GPENSIONWEALTH,MEN,MULTAGEARN,2014,6.6,JPN14
ITA,GPENSIONWEALTH,MEN,MULTAGEARN,2014,12.2,ITA14
IRL,GPENSIONWEALTH,MEN,MULTAGEARN,2014,6.5,IRL14
ISL,GPENSIONWEALTH,MEN,MULTAGEARN,2014,12.1,ISL14
CHL,NPENSION,MEN,PC_PRERETEARN,2014,37.7,CHL14
ITA,NPENSION,MEN,PC_PRERETEARN,2014,79.7,ITA14
IRL,NPENSION,MEN,PC_PRERETEARN,2014,42.2,IRL14
SWE,NPENSION,MEN,PC_PRERETEARN,2014,55.8,SWE14
ESP,NPENSION,MEN,PC_PRERETEARN,2014,89.5,ESP14
SVK,NPENSION,MEN,PC_PRERETEARN,2014,80.6,SVK14
PRT,NPENSION,MEN,PC_PRERETEARN,2014,89.5,PRT14
POL,NPENSION,MEN,PC_PRERETEARN,2014,52.8,POL14
NOR,NPENSION,MEN,PC_PRERETEARN,2014,60.2,NOR14
NZL,NPENSION,MEN,PC_PRERETEARN,2014,43.0,NZL14
NLD,NPENSION,MEN,PC_PRERETEARN,2014,95.7,NLD14
MEX,NPENSION,MEN,PC_PRERETEARN,2014,28.4,MEX14
LUX,NPENSION,MEN,PC_PRERETEARN,2014,88.6,LUX14
KOR,NPENSION,MEN,PC_PRERETEARN,2014,45.0,KOR14
JPN,NPENSION,MEN,PC_PRERETEARN,2014,40.4,JPN14
CAN,NPENSION,MEN,PC_PRERETEARN,2014,47.9,CAN14
BEL,NPENSION,MEN,PC_PRERETEARN,2014,60.9,BEL14
AUT,NPENSION,MEN,PC_PRERETEARN,2014,91.6,AUT14
AUS,NPENSION,MEN,PC_PRERETEARN,2014,58.0,AUS14
KEN,PENSIONASSET,TOT,PC_GDP,2014,12.578,KEN14
UGA,PRIVPENSIONASSET,TOT,MLN_USD,2014,1816.549,UGA14
RUS,GPENSIONWEALTH,WOMEN,MULTAGEARN,2014,12.8,RUS14
EU28,NPENSIONWEALTH,MEN,MULTAGEARN,2014,8.9,EU2814
OAVG,NPENSIONWEALTH,MEN,MULTAGEARN,2014,8.2,OAVG14
ZAF,NPENSIONWEALTH,MEN,MULTAGEARN,2014,1.4,ZAF14
SAU,NPENSIONWEALTH,MEN,MULTAGEARN,2014,14.8,SAU14
RUS,GPENSION,WOMEN,PC_PRERETEARN,2014,64.1,RUS14
LTU,PENSIONASSET,TOT,PC_GDP,2014,5.245,LTU14
THA,PENSIONASSET,TOT,PC_GDP,2014,6.361,THA14
LVA,PENSIONASSET,TOT,MLN_USD,2014,342.429,LVA14
IDN,PENSIONASSET,TOT,MLN_USD,2014,14963.023,IDN14
COL,PENSIONASSET,TOT,MLN_USD,2014,63741.598,COL14
CHL,PENSIONASSET,TOT,PC_GDP,2014,67.914,CHL14
CHL,PENSIONASSET,TOT,MLN_USD,2014,165431.55,CHL14
BRA,PENSIONASSET,TOT,PC_GDP,2014,11.512,BRA14
EST,PENSIONASSET,TOT,PC_GDP,2014,10.996,EST14
GBR,PENSIONASSET,TOT,PC_GDP,2014,79.134,GBR14
TUR,PENSIONASSET,TOT,PC_GDP,2014,4.644,TUR14
PRT,PENSIONASSET,TOT,PC_GDP,2014,10.116,PRT14
PRT,PENSIONASSET,TOT,MLN_USD,2014,21254.346,PRT14
NZL,PENSIONASSET,TOT,PC_GDP,2014,21.315,NZL14
MEX,PENSIONASSET,TOT,PC_GDP,2014,15.31,MEX14
LUX,PENSIONASSET,TOT,MLN_USD,2014,1801.372,LUX14
KOR,PENSIONASSET,TOT,PC_GDP,2014,6.948,KOR14
ISL,PENSIONASSET,TOT,PC_GDP,2014,139.804,ISL14
HUN,PENSIONASSET,TOT,MLN_USD,2014,5042.706,HUN14
ITA,PENSIONASSET,TOT,PC_GDP,2014,6.613,ITA14
FRA,PENSIONASSET,TOT,PC_GDP,2014,0.483,FRA14
DNK,PENSIONASSET,TOT,MLN_USD,2014,152348.513,DNK14
SVK,PENSIONASSET,TOT,PC_GDP,2014,10.404,SVK14
CZE,PENSIONASSET,TOT,MLN_USD,2014,14853.952,CZE14
AUS,PENSIONASSET,TOT,MLN_USD,2014,1634817.606,AUS14
ZMB,PRIVPENSIONASSET,TOT,MLN_USD,2014,781.847,ZMB14
MKD,PRIVPENSIONASSET,TOT,MLN_USD,2014,664.201,MKD14
KOR,PRIVPENSIONASSET,TOT,MLN_USD,2014,326938.514,KOR14
SWE,PRIVPENSIONASSET,TOT,MLN_USD,2014,383673.965,SWE14
FRA,PRIVPENSIONASSET,TOT,MLN_USD,2014,237420.897,FRA14
CHL,GPENSION,WOMEN,PC_PRERETEARN,2014,28.8,CHL14
SLV,PRIVPENSIONASSET,TOT,MLN_USD,2014,8053.746,SLV14
SGP,PENSIONASSET,TOT,MLN_USD,2014,208112.675,SGP14
GHA,PRIVPENSIONASSET,TOT,MLN_USD,2014,806.696,GHA14
PAN,PENSIONASSET,TOT,MLN_USD,2015,426.55,PAN15
SLV,PENSIONASSET,TOT,MLN_USD,2015,8637.019,SLV15
MYS,PENSIONASSET,TOT,MLN_USD,2015,273.066,MYS15
ARM,PENSIONASSET,TOT,PC_GDP,2015,0.625,ARM15
ITA,PRIVPENSIONASSET,TOT,MLN_USD,2015,154990.598,ITA15
THA,PENSIONASSET,TOT,MLN_USD,2015,24667.072,THA15
ZMB,PENSIONASSET,TOT,MLN_USD,2015,515.847,ZMB15
RUS,PENSIONASSET,TOT,PC_GDP,2015,5.769,RUS15
ROU,PENSIONASSET,TOT,PC_GDP,2015,3.641,ROU15
ROU,PENSIONASSET,TOT,MLN_USD,2015,6254.15,ROU15
ISR,PENSIONASSET,TOT,MLN_USD,2015,164234.247,ISR15
MKD,PENSIONASSET,TOT,PC_GDP,2015,7.3,MKD15
MKD,PENSIONASSET,TOT,MLN_USD,2015,723.775,MKD15
TUR,PENSIONASSET,TOT,MLN_USD,2015,37196.459,TUR15
HKG,PRIVPENSIONASSET,TOT,MLN_USD,2015,115248.025,HKG15
HRV,PRIVPENSIONASSET,TOT,MLN_USD,2015,11290.507,HRV15
IRL,PRIVPENSIONASSET,TOT,MLN_USD,2015,122324.155,IRL15
FIN,PRIVPENSIONASSET,TOT,MLN_USD,2015,132904.816,FIN15
MUS,PENSIONASSET,TOT,PC_GDP,2015,4.105,MUS15
KEN,PENSIONASSET,TOT,PC_GDP,2015,11.825,KEN15
UGA,PRIVPENSIONASSET,TOT,MLN_USD,2015,1887.954,UGA15
LTU,PENSIONASSET,TOT,PC_GDP,2015,5.844,LTU15
IDN,PENSIONASSET,TOT,MLN_USD,2015,14505.599,IDN15
LVA,PENSIONASSET,TOT,MLN_USD,2015,360.518,LVA15
THA,PENSIONASSET,TOT,PC_GDP,2015,6.477,THA15
EST,PENSIONASSET,TOT,PC_GDP,2015,12.663,EST15
FRA,PENSIONASSET,TOT,PC_GDP,2015,0.554,FRA15
DNK,PENSIONASSET,TOT,MLN_USD,2015,130392.826,DNK15
COL,PENSIONASSET,TOT,MLN_USD,2015,51968.234,COL15
CHL,PENSIONASSET,TOT,PC_GDP,2015,68.99,CHL15
CHL,PENSIONASSET,TOT,MLN_USD,2015,154711.201,CHL15
TUR,PENSIONASSET,TOT,PC_GDP,2015,4.605,TUR15
SVK,PENSIONASSET,TOT,PC_GDP,2015,10.03,SVK15
GBR,PENSIONASSET,TOT,PC_GDP,2015,80.054,GBR15
ISL,PENSIONASSET,TOT,PC_GDP,2015,141.753,ISL15
NZL,PENSIONASSET,TOT,PC_GDP,2015,22.721,NZL15
PRT,PENSIONASSET,TOT,PC_GDP,2015,10.107,PRT15
PRT,PENSIONASSET,TOT,MLN_USD,2015,19775.145,PRT15
ITA,PENSIONASSET,TOT,PC_GDP,2015,6.796,ITA15
MEX,PENSIONASSET,TOT,PC_GDP,2015,15.191,MEX15
LUX,PENSIONASSET,TOT,MLN_USD,2015,1571.792,LUX15
KOR,PENSIONASSET,TOT,PC_GDP,2015,7.699,KOR15
HUN,PENSIONASSET,TOT,MLN_USD,2015,4819.077,HUN15
CZE,PENSIONASSET,TOT,MLN_USD,2015,15028.456,CZE15
AUS,PENSIONASSET,TOT,MLN_USD,2015,1474532.758,AUS15
BRA,PENSIONASSET,TOT,PC_GDP,2015,11.387,BRA15
ZMB,PRIVPENSIONASSET,TOT,MLN_USD,2015,515.847,ZMB15
MKD,PRIVPENSIONASSET,TOT,MLN_USD,2015,723.775,MKD15
SWE,PRIVPENSIONASSET,TOT,MLN_USD,2015,374145.579,SWE15
FRA,PRIVPENSIONASSET,TOT,MLN_USD,2015,224996.186,FRA15
KOR,PRIVPENSIONASSET,TOT,MLN_USD,2015,343461.93,KOR15
MWI,PRIVPENSIONASSET,TOT,MLN_USD,2015,455.882,MWI15
SGP,PENSIONASSET,TOT,PC_GDP,2015,70.647,SGP15
PER,PENSIONASSET,TOT,PC_GDP,2015,20.289,PER15
ZAF,PENSIONASSET,TOT,PC_GDP,2015,51.391,ZAF15
SVN,PENSIONASSET,TOT,MLN_USD,2015,2418.744,SVN15
BRA,PENSIONASSET,TOT,MLN_USD,2015,174848.195,BRA15
NLD,PENSIONASSET,TOT,MLN_USD,2015,1266433.541,NLD15
CAN,PENSIONASSET,TOT,MLN_USD,2015,1195695.809,CAN15
IDN,PRIVPENSIONASSET,TOT,MLN_USD,2015,14505.599,IDN15
ISL,PRIVPENSIONASSET,TOT,MLN_USD,2015,26650.614,ISL15
DNK,PRIVPENSIONASSET,TOT,MLN_USD,2015,598573.927,DNK15
KEN,PRIVPENSIONASSET,TOT,MLN_USD,2015,7957.08,KEN15
PAN,PRIVPENSIONASSET,TOT,MLN_USD,2015,426.55,PAN15
KEN,PENSIONASSET,TOT,MLN_USD,2015,7957.08,KEN15
JAM,PENSIONASSET,TOT,MLN_USD,2015,3291.527,JAM15
DOM,PENSIONASSET,TOT,MLN_USD,2015,7385.829,DOM15
SGP,PRIVPENSIONASSET,TOT,MLN_USD,2015,211578.23,SGP15
UGA,PENSIONASSET,TOT,PC_GDP,2015,6.634,UGA15
UGA,PENSIONASSET,TOT,MLN_USD,2015,1887.954,UGA15
GHA,PENSIONASSET,TOT,PC_GDP,2015,2.546,GHA15
MYS,PENSIONASSET,TOT,PC_GDP,2015,0.1,MYS15
MWI,PRIVPENSIONASSET,TOT,MLN_USD,2013,409.189,MWI13
BWA,PRIVPENSIONASSET,TOT,MLN_USD,2013,6730.725,BWA13
MUS,PENSIONASSET,TOT,MLN_USD,2013,265.127,MUS13
SGP,PENSIONASSET,TOT,PC_GDP,2013,65.644,SGP13
SGP,PENSIONASSET,TOT,MLN_USD,2013,199670.737,SGP13
ZAF,PENSIONASSET,TOT,PC_GDP,2013,46.955,ZAF13
SVN,PENSIONASSET,TOT,MLN_USD,2013,2661.539,SVN13
PER,PENSIONASSET,TOT,PC_GDP,2013,18.646,PER13
BRA,PENSIONASSET,TOT,MLN_USD,2013,273965.418,BRA13
JPN,PENSIONASSET,TOT,PC_GDP,2013,17.966,JPN13
NLD,PENSIONASSET,TOT,MLN_USD,2013,1335091.54,NLD13
CAN,PENSIONASSET,TOT,MLN_USD,2013,1260630.5,CAN13
IDN,PRIVPENSIONASSET,TOT,MLN_USD,2013,12929.691,IDN13
ISL,PRIVPENSIONASSET,TOT,MLN_USD,2013,24546.824,ISL13
DNK,PRIVPENSIONASSET,TOT,MLN_USD,2013,661173.328,DNK13
DOM,PENSIONASSET,TOT,MLN_USD,2013,4543.496,DOM13
PAN,PRIVPENSIONASSET,TOT,MLN_USD,2013,333.08,PAN13
PNG,PENSIONASSET,TOT,MLN_USD,2013,3548.92,PNG13
KEN,PRIVPENSIONASSET,TOT,MLN_USD,2013,8071.86,KEN13
KEN,PENSIONASSET,TOT,MLN_USD,2013,8071.86,KEN13
JAM,PENSIONASSET,TOT,MLN_USD,2013,2864.203,JAM13
SGP,PRIVPENSIONASSET,TOT,MLN_USD,2013,199670.737,SGP13
MYS,PENSIONASSET,TOT,PC_GDP,2013,0.029,MYS13
LTU,PENSIONASSET,TOT,MLN_USD,2013,2221.217,LTU13
EGY,PENSIONASSET,TOT,PC_GDP,2013,1.801,EGY13
EGY,PENSIONASSET,TOT,MLN_USD,2013,5080.513,EGY13
RUS,PENSIONASSET,TOT,MLN_USD,2013,117179.338,RUS13
IND,PENSIONASSET,TOT,PC_GDP,2013,5.237,IND13
FIN,PENSIONASSET,TOT,PC_GDP,2013,48.141,FIN13
ESP,PENSIONASSET,TOT,PC_GDP,2013,9.056,ESP13
BGR,PENSIONASSET,TOT,PC_GDP,2013,8.294,BGR13
CHE,PENSIONASSET,TOT,PC_GDP,2013,110.025,CHE13
SVK,PENSIONASSET,TOT,MLN_USD,2013,9926.223,SVK13
GBR,PENSIONASSET,TOT,MLN_USD,2013,2364943.131,GBR13
ITA,PENSIONASSET,TOT,MLN_USD,2013,132168.172,ITA13
MEX,PENSIONASSET,TOT,MLN_USD,2013,181254.669,MEX13
GRC,PENSIONASSET,TOT,PC_GDP,2013,0.544,GRC13
GRC,PENSIONASSET,TOT,MLN_USD,2013,1350.179,GRC13
DEU,PENSIONASSET,TOT,PC_GDP,2013,6.111,DEU13
CAN,PENSIONASSET,TOT,PC_GDP,2013,70.485,CAN13
AUT,PENSIONASSET,TOT,PC_GDP,2013,5.635,AUT13
RUS,PRIVPENSIONASSET,TOT,MLN_USD,2013,117179.338,RUS13
IND,PRIVPENSIONASSET,TOT,MLN_USD,2013,95039.862,IND13
URY,PRIVPENSIONASSET,TOT,MLN_USD,2013,10507.819,URY13
ZAF,PRIVPENSIONASSET,TOT,MLN_USD,2013,306107.046,ZAF13
LIE,PRIVPENSIONASSET,TOT,MLN_USD,2013,4434.201,LIE13
LVA,PRIVPENSIONASSET,TOT,MLN_USD,2013,2650.11,LVA13
ISR,PRIVPENSIONASSET,TOT,MLN_USD,2013,153613.073,ISR13
COL,PRIVPENSIONASSET,TOT,MLN_USD,2013,66762.418,COL13
CHE,PRIVPENSIONASSET,TOT,MLN_USD,2013,907734.999,CHE13
NZL,PRIVPENSIONASSET,TOT,MLN_USD,2013,33830.523,NZL13
ALB,PRIVPENSIONASSET,TOT,MLN_USD,2013,4.281,ALB13
USA,PRIVPENSIONASSET,TOT,MLN_USD,2013,22734674.06,USA13
GBR,PRIVPENSIONASSET,TOT,MLN_USD,2013,2364943.131,GBR13
POL,PRIVPENSIONASSET,TOT,MLN_USD,2013,102911.37,POL13
CAN,PRIVPENSIONASSET,TOT,MLN_USD,2013,2405772.471,CAN13
MUS,PENSIONASSET,TOT,PC_GDP,2013,2.113,MUS13
PAN,PENSIONASSET,TOT,PC_GDP,2013,0.73,PAN13
NAM,PENSIONASSET,TOT,PC_GDP,2013,81.563,NAM13
SLV,PENSIONASSET,TOT,PC_GDP,2013,33.639,SLV13
TZA,PENSIONASSET,TOT,MLN_USD,2013,2986.303,TZA13
EGY,PRIVPENSIONASSET,TOT,MLN_USD,2013,5080.513,EGY13
AUT,PRIVPENSIONASSET,TOT,MLN_USD,2013,25993.714,AUT13
PER,PENSIONASSET,TOT,MLN_USD,2013,36521.376,PER13
URY,PENSIONASSET,TOT,PC_GDP,2013,17.558,URY13
ZAF,PENSIONASSET,TOT,MLN_USD,2013,173167.733,ZAF13
MLT,PENSIONASSET,TOT,MLN_USD,2013,1691.891,MLT13
USA,PENSIONASSET,TOT,MLN_USD,2013,13708371.06,USA13
CHE,PENSIONASSET,TOT,MLN_USD,2013,807893.16,CHE13
JPN,PENSIONASSET,TOT,MLN_USD,2013,867930.465,JPN13
BEL,PENSIONASSET,TOT,PC_GDP,2013,5.022,BEL13
SRB,PRIVPENSIONASSET,TOT,MLN_USD,2013,237.544,SRB13
TUR,PRIVPENSIONASSET,TOT,MLN_USD,2013,35543.012,TUR13
CZE,PRIVPENSIONASSET,TOT,MLN_USD,2013,14950.658,CZE13
JAM,PRIVPENSIONASSET,TOT,MLN_USD,2013,2864.203,JAM13
BWA,PENSIONASSET,TOT,MLN_USD,2013,6730.725,BWA13
CRI,PRIVPENSIONASSET,TOT,MLN_USD,2013,5453.035,CRI13
JAM,PENSIONASSET,TOT,PC_GDP,2013,21.21,JAM13
MWI,PENSIONASSET,TOT,PC_GDP,2013,6.285,MWI13
MWI,PENSIONASSET,TOT,MLN_USD,2013,409.189,MWI13
TZA,PRIVPENSIONASSET,TOT,MLN_USD,2013,2986.303,TZA13
CHN,PRIVPENSIONASSET,TOT,MLN_USD,2013,98895.517,CHN13
KEN,PRIVPENSIONASSET,TOT,MLN_USD,2018,11452.072,KEN18
PAN,PRIVPENSIONASSET,TOT,MLN_USD,2018,557.24,PAN18
KEN,PENSIONASSET,TOT,MLN_USD,2018,11452.072,KEN18
PNG,PENSIONASSET,TOT,PC_GDP,2018,16.22,PNG18
JAM,PENSIONASSET,TOT,MLN_USD,2018,4750.352,JAM18
DOM,PENSIONASSET,TOT,MLN_USD,2018,11282.038,DOM18
HRV,GPENSION,MEN,PC_PRERETEARN,2018,39.1,HRV18
UGA,PENSIONASSET,TOT,PC_GDP,2018,8.98,UGA18
UGA,PENSIONASSET,TOT,MLN_USD,2018,3070.119,UGA18
SGP,PRIVPENSIONASSET,TOT,MLN_USD,2018,285801.967,SGP18
MYS,PENSIONASSET,TOT,PC_GDP,2018,0.185,MYS18
GHA,PENSIONASSET,TOT,PC_GDP,2018,4.217,GHA18
RUS,NPENSIONWEALTH,WOMEN,MULTAGEARN,2018,10.6,RUS18
EU28,GPENSIONWEALTH,WOMEN,MULTAGEARN,2018,10.2,EU2818
RUS,GPENSIONWEALTH,MEN,MULTAGEARN,2018,7.6,RUS18
IDN,GPENSIONWEALTH,MEN,MULTAGEARN,2018,8.2,IDN18
IND,GPENSIONWEALTH,MEN,MULTAGEARN,2018,14.9,IND18
CHN,GPENSIONWEALTH,MEN,MULTAGEARN,2018,15.2,CHN18
BRA,GPENSIONWEALTH,MEN,MULTAGEARN,2018,14.7,BRA18
ARG,GPENSIONWEALTH,MEN,MULTAGEARN,2018,11.7,ARG18
OAVG,NPENSION,WOMEN,PC_PRERETEARN,2018,57.6,OAVG18
ZAF,NPENSION,WOMEN,PC_PRERETEARN,2018,18.5,ZAF18
SAU,NPENSION,WOMEN,PC_PRERETEARN,2018,65.4,SAU18
EU28,GPENSION,WOMEN,PC_PRERETEARN,2018,51.7,EU2818
RUS,GPENSION,MEN,PC_PRERETEARN,2018,49.6,RUS18
IDN,GPENSION,MEN,PC_PRERETEARN,2018,55.3,IDN18
IND,GPENSION,MEN,PC_PRERETEARN,2018,83.4,IND18
CHN,GPENSION,MEN,PC_PRERETEARN,2018,71.6,CHN18
BRA,GPENSION,MEN,PC_PRERETEARN,2018,58.9,BRA18
ARG,GPENSION,MEN,PC_PRERETEARN,2018,71.2,ARG18
LTU,PENSIONASSET,TOT,MLN_USD,2018,3739.065,LTU18
UKR,PENSIONASSET,TOT,PC_GDP,2018,0.077,UKR18
EGY,PENSIONASSET,TOT,PC_GDP,2018,1.519,EGY18
EGY,PENSIONASSET,TOT,MLN_USD,2018,3965.348,EGY18
MLT,NPENSIONWEALTH,WOMEN,MULTAGEARN,2018,11.7,MLT18
LVA,NPENSIONWEALTH,WOMEN,MULTAGEARN,2018,9.6,LVA18
CHL,NPENSIONWEALTH,MEN,MULTAGEARN,2018,6.9,CHL18
RUS,PENSIONASSET,TOT,MLN_USD,2018,81456.001,RUS18
IND,PENSIONASSET,TOT,PC_GDP,2018,7.433,IND18
BGR,PENSIONASSET,TOT,PC_GDP,2018,12.243,BGR18
CHE,PENSIONASSET,TOT,PC_GDP,2018,123.442,CHE18
GBR,PENSIONASSET,TOT,MLN_USD,2018,2638795.222,GBR18
ESP,PENSIONASSET,TOT,PC_GDP,2018,8.81,ESP18
CZE,PENSIONASSET,TOT,PC_GDP,2018,8.692,CZE18
SVK,PENSIONASSET,TOT,MLN_USD,2018,12038.484,SVK18
MEX,PENSIONASSET,TOT,MLN_USD,2018,181696.803,MEX18
GRC,PENSIONASSET,TOT,PC_GDP,2018,0.771,GRC18
GRC,PENSIONASSET,TOT,MLN_USD,2018,1584.382,GRC18
DEU,PENSIONASSET,TOT,PC_GDP,2018,6.969,DEU18
ITA,PENSIONASSET,TOT,MLN_USD,2018,153471.22,ITA18
FIN,PENSIONASSET,TOT,PC_GDP,2018,49.449,FIN18
CAN,PENSIONASSET,TOT,PC_GDP,2018,83.763,CAN18
AUT,PENSIONASSET,TOT,PC_GDP,2018,5.561,AUT18
URY,PRIVPENSIONASSET,TOT,MLN_USD,2018,15437.635,URY18
ZAF,PRIVPENSIONASSET,TOT,MLN_USD,2018,312354.745,ZAF18
RUS,PRIVPENSIONASSET,TOT,MLN_USD,2018,81456.001,RUS18
GBR,PRIVPENSIONASSET,TOT,MLN_USD,2018,2638795.222,GBR18
LIE,PRIVPENSIONASSET,TOT,MLN_USD,2018,5965.699,LIE18
LVA,PRIVPENSIONASSET,TOT,MLN_USD,2018,4659.61,LVA18
ISR,PRIVPENSIONASSET,TOT,MLN_USD,2018,203223.503,ISR18
IND,PRIVPENSIONASSET,TOT,MLN_USD,2018,201281.671,IND18
ALB,PRIVPENSIONASSET,TOT,MLN_USD,2018,21.362,ALB18
USA,PRIVPENSIONASSET,TOT,MLN_USD,2018,27680847.94,USA18
POL,PRIVPENSIONASSET,TOT,MLN_USD,2018,47986.798,POL18
NZL,PRIVPENSIONASSET,TOT,MLN_USD,2018,54327.336,NZL18
CAN,PRIVPENSIONASSET,TOT,MLN_USD,2018,2524309.068,CAN18
CHL,GPENSIONWEALTH,WOMEN,MULTAGEARN,2018,5.7,CHL18
