LOCATION,INDICATOR,SUBJECT,MEASURE,TIME_PERIOD,OBS_VALUE,ccodealp_year
ARG,PENSIONASSET,TOT,PC_GDP,2005,11.403,ARG05
USA,PENSIONASSET,TOT,PC_GDP,2005,74.118,USA05
POL,PENSIONASSET,TOT,PC_GDP,2005,8.656,POL05
POL,PENSIONASSET,TOT,MLN_USD,2005,26291.675,POL05
NOR,PENSIONASSET,TOT,PC_GDP,2005,6.537,NOR05
NZL,PENSIONASSET,TOT,MLN_USD,2005,12531.942,NZL05
MEX,PENSIONASSET,TOT,MLN_USD,2005,77203.026,MEX05
JPN,PENSIONASSET,TOT,PC_GDP,2005,6.244,JPN05
IRL,PENSIONASSET,TOT,PC_GDP,2005,45.76,IRL05
ISL,PENSIONASSET,TOT,MLN_USD,2005,19077.43,ISL05
DEU,PENSIONASSET,TOT,MLN_USD,2005,112274.814,DEU05
FIN,PENSIONASSET,TOT,MLN_USD,2005,127349.795,FIN05
AUT,PENSIONASSET,TOT,MLN_USD,2005,13833.162,AUT05
SVN,PRIVPENSIONASSET,TOT,MLN_USD,2005,843.495,SVN05
CHL,PRIVPENSIONASSET,TOT,MLN_USD,2005,74507.84,CHL05
ESP,PRIVPENSIONASSET,TOT,MLN_USD,2005,130359.445,ESP05
NLD,PRIVPENSIONASSET,TOT,MLN_USD,2005,730883.135,NLD05
LUX,PRIVPENSIONASSET,TOT,MLN_USD,2005,377.832,LUX05
DEU,PRIVPENSIONASSET,TOT,MLN_USD,2005,112274.814,DEU05
SLV,PRIVPENSIONASSET,TOT,MLN_USD,2005,2881.461,SLV05
MUS,PRIVPENSIONASSET,TOT,MLN_USD,2005,3258.781,MUS05
SLV,PENSIONASSET,TOT,MLN_USD,2005,2881.461,SLV05
AUS,PRIVPENSIONASSET,TOT,MLN_USD,2005,583888.268,AUS05
ZMB,PENSIONASSET,TOT,PC_GDP,2005,3.324,ZMB05
SVN,PENSIONASSET,TOT,PC_GDP,2005,2.222,SVN05
HRV,PENSIONASSET,TOT,MLN_USD,2005,1871.776,HRV05
CHN,PENSIONASSET,TOT,MLN_USD,2005,8426.061,CHN05
ARG,PENSIONASSET,TOT,MLN_USD,2005,22054.839,ARG05
KOR,PENSIONASSET,TOT,MLN_USD,2005,14814.43,KOR05
PER,PRIVPENSIONASSET,TOT,MLN_USD,2005,9496.81,PER05
EST,PRIVPENSIONASSET,TOT,MLN_USD,2005,464.285,EST05
JPN,PRIVPENSIONASSET,TOT,MLN_USD,2005,281840.036,JPN05
ARM,PENSIONASSET,TOT,MLN_USD,2021,1006.14,ARM21
SRB,PENSIONASSET,TOT,MLN_USD,2021,472.98,SRB21
URY,PENSIONASSET,TOT,MLN_USD,2021,17351.37,URY21
HKG,PENSIONASSET,TOT,PC_GDP,2021,53.851,HKG21
EST,PENSIONASSET,TOT,MLN_USD,2021,5076.417,EST21
BGR,PENSIONASSET,TOT,MLN_USD,2021,11360.414,BGR21
SWE,PENSIONASSET,TOT,PC_GDP,2021,4.91,SWE21
POL,PENSIONASSET,TOT,PC_GDP,2021,7.259,POL21
POL,PENSIONASSET,TOT,MLN_USD,2021,47045.005,POL21
NOR,PENSIONASSET,TOT,PC_GDP,2021,10.845,NOR21
NZL,PENSIONASSET,TOT,MLN_USD,2021,90144.155,NZL21
IRL,PENSIONASSET,TOT,PC_GDP,2021,33.405,IRL21
ISL,PENSIONASSET,TOT,MLN_USD,2021,51560.811,ISL21
DEU,PENSIONASSET,TOT,MLN_USD,2021,325103.232,DEU21
FIN,PENSIONASSET,TOT,MLN_USD,2021,175302.627,FIN21
BEL,PENSIONASSET,TOT,MLN_USD,2021,52643.813,BEL21
AUT,PENSIONASSET,TOT,MLN_USD,2021,30549.975,AUT21
SVN,PRIVPENSIONASSET,TOT,MLN_USD,2021,4624.027,SVN21
KAZ,PRIVPENSIONASSET,TOT,MLN_USD,2021,31291.34,KAZ21
CHL,PRIVPENSIONASSET,TOT,MLN_USD,2021,167555.945,CHL21
BRA,PRIVPENSIONASSET,TOT,MLN_USD,2021,393490.12,BRA21
ESP,PRIVPENSIONASSET,TOT,MLN_USD,2021,194507.22,ESP21
NLD,PRIVPENSIONASSET,TOT,MLN_USD,2021,2079831.888,NLD21
LUX,PRIVPENSIONASSET,TOT,MLN_USD,2021,2186.632,LUX21
GRC,PRIVPENSIONASSET,TOT,MLN_USD,2021,2082.851,GRC21
DEU,PRIVPENSIONASSET,TOT,MLN_USD,2021,325103.232,DEU21
MAR,PENSIONASSET,TOT,MLN_USD,2021,7544.311,MAR21
SLV,PRIVPENSIONASSET,TOT,MLN_USD,2021,12964.4,SLV21
SGP,PENSIONASSET,TOT,MLN_USD,2021,370054.006,SGP21
GHA,PRIVPENSIONASSET,TOT,MLN_USD,2021,4665.04,GHA21
LTU,PENSIONASSET,TOT,MLN_USD,2021,6944.405,LTU21
AUS,PRIVPENSIONASSET,TOT,MLN_USD,2021,2317141.565,AUS21
SRB,PENSIONASSET,TOT,PC_GDP,2021,0.784,SRB21
ZMB,PENSIONASSET,TOT,PC_GDP,2021,2.8,ZMB21
SVN,PENSIONASSET,TOT,PC_GDP,2021,7.112,SVN21
PAK,PENSIONASSET,TOT,PC_GDP,2021,0.071,PAK21
PAK,PENSIONASSET,TOT,MLN_USD,2021,224.354,PAK21
NGA,PENSIONASSET,TOT,PC_GDP,2021,7.624,NGA21
NGA,PENSIONASSET,TOT,MLN_USD,2021,30861.632,NGA21
MLT,PENSIONASSET,TOT,PC_GDP,2021,51.48,MLT21
CHN,PENSIONASSET,TOT,MLN_USD,2021,409707.397,CHN21
KOR,PENSIONASSET,TOT,MLN_USD,2021,249722.9,KOR21
FRA,PENSIONASSET,TOT,MLN_USD,2021,84378.7,FRA21
SRB,PRIVPENSIONASSET,TOT,MLN_USD,2021,472.98,SRB21
ROU,PRIVPENSIONASSET,TOT,MLN_USD,2021,21167.878,ROU21
PER,PRIVPENSIONASSET,TOT,MLN_USD,2021,33436.229,PER21
NGA,PRIVPENSIONASSET,TOT,MLN_USD,2021,30861.632,NGA21
MLT,PRIVPENSIONASSET,TOT,MLN_USD,2021,8915.749,MLT21
EST,PRIVPENSIONASSET,TOT,MLN_USD,2021,5835.45,EST21
JPN,PRIVPENSIONASSET,TOT,MLN_USD,2021,1777064.522,JPN21
THA,PENSIONASSET,TOT,PC_GDP,2007,4.867,THA07
EST,PENSIONASSET,TOT,PC_GDP,2007,4.32,EST07
BGR,PENSIONASSET,TOT,PC_GDP,2007,3.666,BGR07
GBR,PENSIONASSET,TOT,MLN_USD,2007,2120228.271,GBR07
CHE,PENSIONASSET,TOT,PC_GDP,2007,102.779,CHE07
ESP,PENSIONASSET,TOT,PC_GDP,2007,8.041,ESP07
ITA,PENSIONASSET,TOT,MLN_USD,2007,73811.783,ITA07
ISL,PENSIONASSET,TOT,PC_GDP,2007,121.281,ISL07
GRC,PENSIONASSET,TOT,PC_GDP,2007,0.011,GRC07
GRC,PENSIONASSET,TOT,MLN_USD,2007,36.217,GRC07
FIN,PENSIONASSET,TOT,PC_GDP,2007,67.888,FIN07
CAN,PENSIONASSET,TOT,PC_GDP,2007,60.509,CAN07
AUT,PENSIONASSET,TOT,PC_GDP,2007,4.631,AUT07
URY,PRIVPENSIONASSET,TOT,MLN_USD,2007,3384.047,URY07
ZAF,PRIVPENSIONASSET,TOT,MLN_USD,2007,284669.604,ZAF07
LIE,PRIVPENSIONASSET,TOT,MLN_USD,2007,1985.74,LIE07
LVA,PRIVPENSIONASSET,TOT,MLN_USD,2007,638.786,LVA07
COL,PRIVPENSIONASSET,TOT,MLN_USD,2007,32196.003,COL07
BRA,PRIVPENSIONASSET,TOT,MLN_USD,2007,317187.98,BRA07
ALB,PRIVPENSIONASSET,TOT,MLN_USD,2007,0.544,ALB07
USA,PRIVPENSIONASSET,TOT,MLN_USD,2007,17669759.0,USA07
GBR,PRIVPENSIONASSET,TOT,MLN_USD,2007,2120228.271,GBR07
POL,PRIVPENSIONASSET,TOT,MLN_USD,2007,58453.388,POL07
NZL,PRIVPENSIONASSET,TOT,MLN_USD,2007,14099.897,NZL07
MEX,PRIVPENSIONASSET,TOT,MLN_USD,2007,112399.085,MEX07
CAN,PRIVPENSIONASSET,TOT,MLN_USD,2007,1951002.26,CAN07
BOL,PRIVPENSIONASSET,TOT,MLN_USD,2007,2875.646,BOL07
SLV,PENSIONASSET,TOT,PC_GDP,2007,23.83,SLV07
BOL,PENSIONASSET,TOT,MLN_USD,2007,2875.646,BOL07
URY,PENSIONASSET,TOT,PC_GDP,2007,12.189,URY07
ZAF,PENSIONASSET,TOT,MLN_USD,2007,171354.332,ZAF07
PER,PENSIONASSET,TOT,MLN_USD,2007,20377.489,PER07
USA,PENSIONASSET,TOT,MLN_USD,2007,11173455.0,USA07
CHE,PENSIONASSET,TOT,MLN_USD,2007,537946.429,CHE07
BEL,PENSIONASSET,TOT,PC_GDP,2007,4.305,BEL07
SRB,PRIVPENSIONASSET,TOT,MLN_USD,2007,56.895,SRB07
HKG,PRIVPENSIONASSET,TOT,MLN_USD,2007,64567.467,HKG07
TUR,PRIVPENSIONASSET,TOT,MLN_USD,2007,8793.676,TUR07
LVA,PENSIONASSET,TOT,MLN_USD,2009,188.767,LVA09
IDN,PENSIONASSET,TOT,MLN_USD,2009,11495.745,IDN09
EST,PENSIONASSET,TOT,PC_GDP,2009,6.738,EST09
COL,PENSIONASSET,TOT,MLN_USD,2009,32782.646,COL09
CHL,PENSIONASSET,TOT,PC_GDP,2009,62.186,CHL09
CHL,PENSIONASSET,TOT,MLN_USD,2009,118052.153,CHL09
BRA,PENSIONASSET,TOT,PC_GDP,2009,14.572,BRA09
GBR,PENSIONASSET,TOT,PC_GDP,2009,64.909,GBR09
TUR,PENSIONASSET,TOT,PC_GDP,2009,2.154,TUR09
SVK,PENSIONASSET,TOT,PC_GDP,2009,6.187,SVK09
PRT,PENSIONASSET,TOT,PC_GDP,2009,12.495,PRT09
PRT,PENSIONASSET,TOT,MLN_USD,2009,31574.693,PRT09
NZL,PENSIONASSET,TOT,PC_GDP,2009,11.62,NZL09
MEX,PENSIONASSET,TOT,PC_GDP,2009,11.575,MEX09
LUX,PENSIONASSET,TOT,MLN_USD,2009,1215.189,LUX09
KOR,PENSIONASSET,TOT,PC_GDP,2009,3.134,KOR09
ITA,PENSIONASSET,TOT,PC_GDP,2009,3.963,ITA09
ISL,PENSIONASSET,TOT,PC_GDP,2009,112.47,ISL09
HUN,PENSIONASSET,TOT,MLN_USD,2009,18142.181,HUN09
DEU,PENSIONASSET,TOT,PC_GDP,2009,5.334,DEU09
DNK,PENSIONASSET,TOT,MLN_USD,2009,138350.834,DNK09
CZE,PENSIONASSET,TOT,MLN_USD,2009,11752.538,CZE09
BEL,PENSIONASSET,TOT,MLN_USD,2009,19878.839,BEL09
AUS,PENSIONASSET,TOT,MLN_USD,2009,839274.965,AUS09
ZMB,PRIVPENSIONASSET,TOT,MLN_USD,2009,499.569,ZMB09
MKD,PRIVPENSIONASSET,TOT,MLN_USD,2009,205.119,MKD09
SWE,PRIVPENSIONASSET,TOT,MLN_USD,2009,242121.97,SWE09
KOR,PRIVPENSIONASSET,TOT,MLN_USD,2009,87418.971,KOR09
FRA,PRIVPENSIONASSET,TOT,MLN_USD,2009,200090.696,FRA09
CZE,PRIVPENSIONASSET,TOT,MLN_USD,2009,11752.538,CZE09
TTO,PENSIONASSET,TOT,MLN_USD,2009,4735.178,TTO09
ZAF,PENSIONASSET,TOT,PC_GDP,2009,41.174,ZAF09
SVN,PENSIONASSET,TOT,MLN_USD,2009,2108.668,SVN09
PER,PENSIONASSET,TOT,PC_GDP,2009,18.897,PER09
BRA,PENSIONASSET,TOT,MLN_USD,2009,279061.239,BRA09
NLD,PENSIONASSET,TOT,MLN_USD,2009,979400.554,NLD09
CAN,PENSIONASSET,TOT,MLN_USD,2009,875691.741,CAN09
IDN,PRIVPENSIONASSET,TOT,MLN_USD,2009,11495.745,IDN09
ISL,PRIVPENSIONASSET,TOT,MLN_USD,2009,15459.84,ISL09
DNK,PRIVPENSIONASSET,TOT,MLN_USD,2009,528881.721,DNK09
UKR,PENSIONASSET,TOT,PC_GDP,2010,0.106,UKR10
ZAF,PENSIONASSET,TOT,PC_GDP,2010,42.892,ZAF10
SVN,PENSIONASSET,TOT,MLN_USD,2010,2317.144,SVN10
PER,PENSIONASSET,TOT,PC_GDP,2010,20.746,PER10
BRA,PENSIONASSET,TOT,MLN_USD,2010,319784.713,BRA10
NLD,PENSIONASSET,TOT,MLN_USD,2010,1015665.663,NLD10
CAN,PENSIONASSET,TOT,MLN_USD,2010,1054138.669,CAN10
IDN,PRIVPENSIONASSET,TOT,MLN_USD,2010,13982.872,IDN10
ISL,PRIVPENSIONASSET,TOT,MLN_USD,2010,18199.488,ISL10
DNK,PRIVPENSIONASSET,TOT,MLN_USD,2010,553049.403,DNK10
DOM,PRIVPENSIONASSET,TOT,MLN_USD,2010,2407.847,DOM10
PAN,PENSIONASSET,TOT,MLN_USD,2010,161.42,PAN10
DOM,PENSIONASSET,TOT,PC_GDP,2010,4.558,DOM10
CRI,PENSIONASSET,TOT,MLN_USD,2010,2833.468,CRI10
BOL,PENSIONASSET,TOT,PC_GDP,2010,27.312,BOL10
LTU,PRIVPENSIONASSET,TOT,MLN_USD,2010,1515.472,LTU10
LIE,PENSIONASSET,TOT,PC_GDP,2010,59.234,LIE10
LIE,PENSIONASSET,TOT,MLN_USD,2010,3695.647,LIE10
LVA,PENSIONASSET,TOT,PC_GDP,2010,0.859,LVA10
ISR,PENSIONASSET,TOT,PC_GDP,2010,44.437,ISR10
IDN,PENSIONASSET,TOT,PC_GDP,2010,1.832,IDN10
HKG,PENSIONASSET,TOT,MLN_USD,2010,78068.211,HKG10
HRV,PENSIONASSET,TOT,PC_GDP,2010,11.563,HRV10
COL,PENSIONASSET,TOT,PC_GDP,2010,16.158,COL10
CHN,PENSIONASSET,TOT,PC_GDP,2010,0.688,CHN10
ALB,PENSIONASSET,TOT,PC_GDP,2010,0.016,ALB10
ALB,PENSIONASSET,TOT,MLN_USD,2010,1.955,ALB10
SWE,PENSIONASSET,TOT,MLN_USD,2010,47126.548,SWE10
ESP,PENSIONASSET,TOT,MLN_USD,2010,112224.565,ESP10
SVK,PENSIONASSET,TOT,MLN_USD,2010,6523.355,SVK10
NOR,PENSIONASSET,TOT,MLN_USD,2010,33134.773,NOR10
NLD,PENSIONASSET,TOT,PC_GDP,2010,118.919,NLD10
LUX,PENSIONASSET,TOT,PC_GDP,2010,1.884,LUX10
IRL,PENSIONASSET,TOT,MLN_USD,2010,100883.1,IRL10
HUN,PENSIONASSET,TOT,PC_GDP,2010,14.424,HUN10
DNK,PENSIONASSET,TOT,PC_GDP,2010,47.925,DNK10
CZE,PENSIONASSET,TOT,PC_GDP,2010,5.821,CZE10
AUS,PENSIONASSET,TOT,PC_GDP,2010,88.791,AUS10
THA,PRIVPENSIONASSET,TOT,MLN_USD,2010,19165.498,THA10
BGR,PRIVPENSIONASSET,TOT,MLN_USD,2010,2713.525,BGR10
SVK,PRIVPENSIONASSET,TOT,MLN_USD,2010,6523.355,SVK10
MEX,PRIVPENSIONASSET,TOT,MLN_USD,2010,146062.148,MEX10
ITA,PRIVPENSIONASSET,TOT,MLN_USD,2012,141035.477,ITA12
ZMB,PENSIONASSET,TOT,MLN_USD,2012,749.515,ZMB12
THA,PENSIONASSET,TOT,MLN_USD,2012,22847.31,THA12
ROU,PENSIONASSET,TOT,PC_GDP,2012,1.649,ROU12
ROU,PENSIONASSET,TOT,MLN_USD,2012,3050.551,ROU12
MKD,PENSIONASSET,TOT,PC_GDP,2012,4.572,MKD12
MKD,PENSIONASSET,TOT,MLN_USD,2012,457.349,MKD12
ISR,PENSIONASSET,TOT,MLN_USD,2012,129419.232,ISR12
TUR,PENSIONASSET,TOT,MLN_USD,2012,30199.729,TUR12
HKG,PRIVPENSIONASSET,TOT,MLN_USD,2012,90496.337,HKG12
HRV,PRIVPENSIONASSET,TOT,MLN_USD,2012,9353.051,HRV12
IRL,PRIVPENSIONASSET,TOT,MLN_USD,2012,106211.7,IRL12
FIN,PRIVPENSIONASSET,TOT,MLN_USD,2012,141541.274,FIN12
LSO,PENSIONASSET,TOT,MLN_USD,2012,307.841,LSO12
JAM,PRIVPENSIONASSET,TOT,MLN_USD,2012,3137.171,JAM12
CRI,PRIVPENSIONASSET,TOT,MLN_USD,2012,4354.925,CRI12
JAM,PENSIONASSET,TOT,PC_GDP,2012,22.097,JAM12
CRI,PENSIONASSET,TOT,PC_GDP,2012,9.317,CRI12
CHN,PRIVPENSIONASSET,TOT,MLN_USD,2012,76650.343,CHN12
SRB,PENSIONASSET,TOT,MLN_USD,2012,189.913,SRB12
URY,PENSIONASSET,TOT,MLN_USD,2012,10145.506,URY12
MLT,PENSIONASSET,TOT,PC_GDP,2012,7.811,MLT12
HKG,PENSIONASSET,TOT,PC_GDP,2012,34.368,HKG12
EST,PENSIONASSET,TOT,MLN_USD,2012,1953.439,EST12
BGR,PENSIONASSET,TOT,MLN_USD,2012,3848.227,BGR12
SWE,PENSIONASSET,TOT,PC_GDP,2012,9.976,SWE12
POL,PENSIONASSET,TOT,PC_GDP,2012,17.002,POL12
POL,PENSIONASSET,TOT,MLN_USD,2012,88464.274,POL12
NOR,PENSIONASSET,TOT,PC_GDP,2012,7.367,NOR12
NZL,PENSIONASSET,TOT,MLN_USD,2012,28406.414,NZL12
IRL,PENSIONASSET,TOT,PC_GDP,2012,45.943,IRL12
ISL,PENSIONASSET,TOT,MLN_USD,2012,18772.808,ISL12
DEU,PENSIONASSET,TOT,MLN_USD,2012,221111.507,DEU12
FIN,PENSIONASSET,TOT,MLN_USD,2012,119600.971,FIN12
BEL,PENSIONASSET,TOT,MLN_USD,2012,22752.982,BEL12
AUT,PENSIONASSET,TOT,MLN_USD,2012,21513.655,AUT12
SVN,PRIVPENSIONASSET,TOT,MLN_USD,2012,2995.434,SVN12
MLT,PRIVPENSIONASSET,TOT,MLN_USD,2012,758.906,MLT12
CHL,PRIVPENSIONASSET,TOT,MLN_USD,2012,162020.98,CHL12
ESP,PRIVPENSIONASSET,TOT,MLN_USD,2012,180436.962,ESP12
NLD,PRIVPENSIONASSET,TOT,MLN_USD,2012,1229054.085,NLD12
LUX,PRIVPENSIONASSET,TOT,MLN_USD,2012,1189.597,LUX12
JPN,PRIVPENSIONASSET,TOT,MLN_USD,2012,965097.133,JPN12
GRC,PRIVPENSIONASSET,TOT,MLN_USD,2012,113.455,GRC12
DEU,PRIVPENSIONASSET,TOT,MLN_USD,2012,221111.507,DEU12
URY,PENSIONASSET,TOT,PC_GDP,2008,10.121,URY08
ZAF,PENSIONASSET,TOT,MLN_USD,2008,126340.677,ZAF08
PER,PENSIONASSET,TOT,MLN_USD,2008,15888.15,PER08
USA,PENSIONASSET,TOT,MLN_USD,2008,8688089.0,USA08
CHE,PENSIONASSET,TOT,MLN_USD,2008,506274.083,CHE08
BEL,PENSIONASSET,TOT,PC_GDP,2008,3.243,BEL08
SRB,PRIVPENSIONASSET,TOT,MLN_USD,2008,74.113,SRB08
HKG,PRIVPENSIONASSET,TOT,MLN_USD,2008,60531.135,HKG08
TUR,PRIVPENSIONASSET,TOT,MLN_USD,2008,9309.041,TUR08
KEN,PENSIONASSET,TOT,PC_GDP,2008,9.587,KEN08
TTO,PENSIONASSET,TOT,PC_GDP,2008,14.574,TTO08
UKR,PENSIONASSET,TOT,PC_GDP,2008,0.064,UKR08
LVA,PENSIONASSET,TOT,MLN_USD,2008,147.171,LVA08
IDN,PENSIONASSET,TOT,MLN_USD,2008,7904.11,IDN08
EST,PENSIONASSET,TOT,PC_GDP,2008,4.425,EST08
COL,PENSIONASSET,TOT,MLN_USD,2008,30765.783,COL08
CHL,PENSIONASSET,TOT,PC_GDP,2008,49.805,CHL08
CHL,PENSIONASSET,TOT,MLN_USD,2008,74312.759,CHL08
BRA,PENSIONASSET,TOT,PC_GDP,2008,13.265,BRA08
GBR,PENSIONASSET,TOT,PC_GDP,2008,56.348,GBR08
TUR,PENSIONASSET,TOT,PC_GDP,2008,1.416,TUR08
SVK,PENSIONASSET,TOT,PC_GDP,2008,4.627,SVK08
PRT,PENSIONASSET,TOT,PC_GDP,2008,11.324,PRT08
PRT,PENSIONASSET,TOT,MLN_USD,2008,28226.351,PRT08
NZL,PENSIONASSET,TOT,PC_GDP,2008,10.386,NZL08
MEX,PENSIONASSET,TOT,PC_GDP,2008,9.95,MEX08
LUX,PENSIONASSET,TOT,MLN_USD,2008,542.095,LUX08
KOR,PENSIONASSET,TOT,PC_GDP,2008,2.651,KOR08
ITA,PENSIONASSET,TOT,PC_GDP,2008,3.278,ITA08
ISL,PENSIONASSET,TOT,PC_GDP,2008,105.261,ISL08
HUN,PENSIONASSET,TOT,MLN_USD,2008,13662.112,HUN08
DEU,PENSIONASSET,TOT,PC_GDP,2008,4.674,DEU08
DNK,PENSIONASSET,TOT,MLN_USD,2008,155961.495,DNK08
CZE,PENSIONASSET,TOT,MLN_USD,2008,9909.287,CZE08
BEL,PENSIONASSET,TOT,MLN_USD,2008,15874.544,BEL08
AUS,PENSIONASSET,TOT,MLN_USD,2008,1058376.109,AUS08
ZMB,PRIVPENSIONASSET,TOT,MLN_USD,2008,423.81,ZMB08
MKD,PRIVPENSIONASSET,TOT,MLN_USD,2008,115.631,MKD08
KOR,PRIVPENSIONASSET,TOT,MLN_USD,2008,62432.062,KOR08
SWE,PRIVPENSIONASSET,TOT,MLN_USD,2008,236822.011,SWE08
FRA,PRIVPENSIONASSET,TOT,MLN_USD,2008,170527.784,FRA08
CZE,PRIVPENSIONASSET,TOT,MLN_USD,2008,9909.287,CZE08
IDN,GPENSIONWEALTH,WOMEN,MULTAGEARN,2020,8.8,IDN20
IND,GPENSIONWEALTH,WOMEN,MULTAGEARN,2020,10.5,IND20
CHN,GPENSIONWEALTH,WOMEN,MULTAGEARN,2020,14.2,CHN20
BRA,GPENSIONWEALTH,WOMEN,MULTAGEARN,2020,19.1,BRA20
ARG,GPENSIONWEALTH,WOMEN,MULTAGEARN,2020,18.1,ARG20
OAVG,NPENSION,MEN,PC_PRERETEARN,2020,62.4,OAVG20
ZAF,NPENSION,MEN,PC_PRERETEARN,2020,16.2,ZAF20
SAU,NPENSION,MEN,PC_PRERETEARN,2020,66.2,SAU20
IDN,GPENSION,WOMEN,PC_PRERETEARN,2020,53.0,IDN20
IND,GPENSION,WOMEN,PC_PRERETEARN,2020,55.6,IND20
CHN,GPENSION,WOMEN,PC_PRERETEARN,2020,55.7,CHN20
BRA,GPENSION,WOMEN,PC_PRERETEARN,2020,93.3,BRA20
ARG,GPENSION,WOMEN,PC_PRERETEARN,2020,72.9,ARG20
ARM,PENSIONASSET,TOT,PC_GDP,2020,5.981,ARM20
ITA,PRIVPENSIONASSET,TOT,MLN_USD,2020,256417.27,ITA20
CHL,NPENSIONWEALTH,WOMEN,MULTAGEARN,2020,7.1,CHL20
BGR,NPENSIONWEALTH,WOMEN,MULTAGEARN,2020,13.3,BGR20
ZMB,PENSIONASSET,TOT,MLN_USD,2020,525.182,ZMB20
THA,PENSIONASSET,TOT,MLN_USD,2020,42198.193,THA20
RUS,PENSIONASSET,TOT,PC_GDP,2020,6.023,RUS20
ROU,PENSIONASSET,TOT,PC_GDP,2020,7.318,ROU20
ROU,PENSIONASSET,TOT,MLN_USD,2020,19684.494,ROU20
PER,PENSIONASSET,TOT,PC_GDP,2020,22.917,PER20
MKD,PENSIONASSET,TOT,PC_GDP,2020,13.38,MKD20
MKD,PENSIONASSET,TOT,MLN_USD,2020,1782.596,MKD20
ISR,PENSIONASSET,TOT,MLN_USD,2020,288007.852,ISR20
TUR,PENSIONASSET,TOT,MLN_USD,2020,23068.706,TUR20
PAK,PRIVPENSIONASSET,TOT,MLN_USD,2020,222.68,PAK20
HKG,PRIVPENSIONASSET,TOT,MLN_USD,2020,189982.185,HKG20
HRV,PRIVPENSIONASSET,TOT,MLN_USD,2020,20827.747,HRV20
IRL,PRIVPENSIONASSET,TOT,MLN_USD,2020,162459.45,IRL20
FIN,PRIVPENSIONASSET,TOT,MLN_USD,2020,186741.158,FIN20
BEL,PRIVPENSIONASSET,TOT,MLN_USD,2020,223701.966,BEL20
CHL,GPENSIONWEALTH,MEN,MULTAGEARN,2020,5.7,CHL20
MLT,GPENSIONWEALTH,WOMEN,MULTAGEARN,2020,13.6,MLT20
ESP,GPENSIONWEALTH,WOMEN,MULTAGEARN,2020,17.0,ESP20
SVK,GPENSIONWEALTH,WOMEN,MULTAGEARN,2020,10.1,SVK20
PRT,GPENSIONWEALTH,WOMEN,MULTAGEARN,2020,13.6,PRT20
POL,GPENSIONWEALTH,WOMEN,MULTAGEARN,2020,5.4,POL20
NOR,GPENSIONWEALTH,WOMEN,MULTAGEARN,2020,10.1,NOR20
NZL,GPENSIONWEALTH,WOMEN,MULTAGEARN,2020,9.4,NZL20
NLD,GPENSIONWEALTH,WOMEN,MULTAGEARN,2020,14.2,NLD20
MEX,GPENSIONWEALTH,WOMEN,MULTAGEARN,2020,10.4,MEX20
MEX,GPENSIONWEALTH,MEN,MULTAGEARN,2020,10.2,MEX20
LUX,GPENSIONWEALTH,MEN,MULTAGEARN,2020,16.2,LUX20
KOR,GPENSIONWEALTH,MEN,MULTAGEARN,2020,5.8,KOR20
JPN,GPENSIONWEALTH,MEN,MULTAGEARN,2020,6.2,JPN20
ITA,GPENSIONWEALTH,MEN,MULTAGEARN,2020,11.7,ITA20
IRL,GPENSIONWEALTH,MEN,MULTAGEARN,2020,6.3,IRL20
ISL,GPENSIONWEALTH,MEN,MULTAGEARN,2020,9.2,ISL20
GRC,GPENSIONWEALTH,WOMEN,MULTAGEARN,2020,14.6,GRC20
DEU,GPENSIONWEALTH,WOMEN,MULTAGEARN,2020,9.2,DEU20
FRA,GPENSIONWEALTH,WOMEN,MULTAGEARN,2020,12.8,FRA20
FIN,GPENSIONWEALTH,WOMEN,MULTAGEARN,2020,11.1,FIN20
DNK,GPENSIONWEALTH,WOMEN,MULTAGEARN,2020,12.0,DNK20
CZE,GPENSIONWEALTH,WOMEN,MULTAGEARN,2020,10.0,CZE20
CAN,GPENSIONWEALTH,WOMEN,MULTAGEARN,2020,7.5,CAN20
LVA,NPENSION,WOMEN,PC_PRERETEARN,2020,55.3,LVA20
CHL,NPENSION,MEN,PC_PRERETEARN,2020,38.5,CHL20
SWE,NPENSION,MEN,PC_PRERETEARN,2020,56.2,SWE20
ESP,NPENSION,MEN,PC_PRERETEARN,2020,80.3,ESP20
SVK,NPENSION,MEN,PC_PRERETEARN,2020,69.4,SVK20
PRT,NPENSION,MEN,PC_PRERETEARN,2020,90.3,PRT20
POL,NPENSION,MEN,PC_PRERETEARN,2020,36.5,POL20
NOR,NPENSION,MEN,PC_PRERETEARN,2020,55.7,NOR20
NZL,NPENSION,MEN,PC_PRERETEARN,2020,43.3,NZL20
NLD,NPENSION,MEN,PC_PRERETEARN,2020,89.2,NLD20
MEX,NPENSION,MEN,PC_PRERETEARN,2020,68.6,MEX20
LUX,NPENSION,MEN,PC_PRERETEARN,2020,88.7,LUX20
KOR,NPENSION,MEN,PC_PRERETEARN,2020,35.4,KOR20
JPN,NPENSION,MEN,PC_PRERETEARN,2020,38.7,JPN20
ITA,NPENSION,MEN,PC_PRERETEARN,2020,81.7,ITA20
IRL,NPENSION,MEN,PC_PRERETEARN,2020,39.9,IRL20
ISL,NPENSION,MEN,PC_PRERETEARN,2020,59.7,ISL20
CAN,NPENSION,MEN,PC_PRERETEARN,2020,46.4,CAN20
BEL,NPENSION,MEN,PC_PRERETEARN,2020,61.9,BEL20
