year_x,wdi_gdpgr,wdi_gdpcapcon2015,wdi_gdpcappppcon2017,wdi_inflation,wdi_fertility,oecd_houswealth_t1a,oecd_houswealth_t1f,oecd_emplage_t1a,wdi_lfpyne,oecd_taxapw_t1,kun_wiqreco_all,nrmi_nrpi,kun_wiqreco_full,OECD_PPA,OECD_PFA_USD,OECD_PFA_PC_GDP
2004,4.088956922750484,34342.15369660895,36461.45987893369,2.2902490284757,1.98,,,56.1777,62.19,19.713631,2.0,,1.0,11052.834,11052.834,11.651
2005,3.353315796701196,35095.36316067282,37261.15103683302,3.03702332617015,1.97,,,56.26131,62.36,20.032028,3.0,,2.0,12531.942,12531.942,11.441
2006,2.798463491971191,35640.38445789908,37839.80642162742,3.36540196171992,2.01,,,58.01298,64.42,20.439708,5.0,,4.0,12405.649,12405.649,12.416
2007,3.065117830826708,36391.89654095929,38637.69545057727,2.37614310290657,2.18,15.1126,,57.99985,64.51,21.075868,5.0,,4.0,14099.897,14099.897,11.5
2008,-1.210711595678887,35647.4675995393,37847.32667463814,3.9589493731206,2.19,16.26756,,55.82085,63.03,20.511511,4.0,,3.0,15384.378,15384.378,10.386
2009,-0.1120676302348329,35253.31347810524,37428.84870695601,2.1156511055456,2.13,18.4338,,51.08424,61.37,18.073907,3.0,,2.0,12370.91,12370.91,11.62
2010,1.466751164934621,35374.92542234758,37557.96550798615,2.30202385958576,2.17,17.68996,,49.39978,59.86,16.991699,3.0,89.8504040559959,2.0,19275.213,19275.213,13.977
2011,2.221579822851069,35886.13725972023,38100.72500008635,4.02790667392038,2.09,17.42494,,49.18906,59.63,15.869015,,90.0126932807282,,23928.736,23928.736,15.429
2012,2.273031481884686,36501.18385804637,38753.72705309265,1.05991318445635,2.1,18.0161,,48.61132,59.27,16.387925,,90.1280012938688,,28406.414,28406.414,16.316
2013,2.764920986577323,37223.30664487147,39520.41312794086,1.13442266445812,2.01,18.29556,,49.20079,57.89,16.888079,,90.1970867090388,,33830.523,33830.523,18.588
2014,3.810836837918046,38005.28193021002,40350.64528939976,1.22750750597405,1.92,18.30134,,51.71151,60.05,17.247182,,90.43451483833,,40495.502,40495.502,21.315
2015,3.736430715025392,38630.72658869284,41014.68708256246,0.292704628136101,1.99,18.73624,,53.07133,61.4,17.56015,,90.5268099658347,,39729.357,39729.357,22.721
2016,3.801758048092722,39208.76763331293,41628.39991324242,0.646240284454502,1.87,19.28698,,54.29023,62.37,17.892244,,90.9557203789106,,45370.357,45370.357,24.002
2017,3.524413249404759,39751.6136157315,42204.74574126628,1.85078767452532,1.81,18.7565,,55.38604,63.2,18.134095,,91.0013397338994,,53975.16,53975.16,26.161
2018,3.525183200369625,40422.34579417836,42916.86981566191,1.59829703801698,1.71,,,56.79838,63.72,18.43605,,91.2098416677012,,54327.336,54327.336,26.426
2019,2.445983155153726,40757.36815181666,43272.56690907923,1.61963190184049,1.72,,,,63.53,,,91.2801300063023,,65769.127,65769.127,30.211
2020,-0.6539214320980165,39607.87892700658,42052.14096777264,1.71456170007244,1.61,,,,62.88,,,91.3107674201082,,80111.296,80111.296,33.844
2021,5.167847359169969,41481.9867434011,44041.90280856867,3.94112060778728,1.64,,,,64.85,,,91.3111326777206,,90144.155,90144.155,36.855
2022,2.156979776490431,42271.71472324172,44880.36609501867,7.17222476016446,,,,,67.51,,,91.3111326777206,,78422.68,78422.68,32.038
1999,4.654891851821247,6950.797735001386,15311.44293826452,7.1540729117986,1.37,57.2561,0.0,,34.5,,49.0,,42.0,548.022,548.022,0.333
2000,4.56098540978283,7344.120760595225,16177.86766996971,9.90017538843062,1.37,60.30187,0.0007935,24.5,37.52,38.16724,51.0,,44.0,2221.684,2221.684,1.334
2001,1.258569460665697,7438.603435419032,16385.99717385881,5.40833545566151,1.31,62.12636,0.0026628,24.025,39.79,38.046188,50.0,,41.0,4754.086,4752.592,2.424
2002,2.035863041262729,7593.559655226492,16727.33976617216,1.90528215048054,1.25,57.51095,0.0,21.725,37.73,37.983875,45.0,,36.0,8110.457,8105.66,3.831
2003,3.498391213402499,7864.518263992031,17324.21618739984,0.682701375787657,1.22,45.36538,7.584727,21.175,36.17,38.236921,44.0,,35.0,12027.973,12016.602,5.306
2004,4.98284456986049,8261.227441447103,18198.10004437097,3.38264681884694,1.23,40.35479,9.404012,21.725,35.14,38.444196,38.0,,30.0,20951.584,20925.632,6.706
2005,3.506834614359207,8554.693897310322,18844.55748199967,2.18379872390258,1.24,37.62782,11.54486,22.525,35.69,38.69536,39.0,,31.0,26436.129,26291.675,8.656
2006,6.13113645855509,9084.949214462338,20012.62111164617,1.28469394366409,1.27,36.47955,13.73321,24.0,34.17,38.953777,47.0,,37.0,40752.105,40475.209,11.015
2007,7.061534633567462,9731.769454403551,21437.45773799529,2.45874312385397,1.31,34.51556,14.18785,25.85,32.98,38.161958,48.0,,38.0,58453.388,58048.357,11.903
2008,4.19998126444942,10139.1191437268,22334.7808599997,4.1649719352477,1.39,46.60875,15.18778,27.375,33.07,34.692522,43.0,,34.0,47492.802,47136.671,10.86
2009,2.832184053188968,10419.21487030627,22951.78482102383,3.79539242483406,1.4,45.06995,17.02829,26.775,33.77,34.123775,44.0,,35.0,64136.547,63626.418,13.218
2010,2.934638180528324,10755.6564372745,23692.90922876684,2.58069370250546,1.41,44.57965,19.193,26.4,34.58,34.211232,39.0,100.0,31.0,75846.227,75238.048,15.548
2011,5.042187882929426,11291.90358655918,24874.17186078585,4.23940149625935,1.33,48.29941,18.80658,24.9,33.53,34.321659,,100.0,,67589.74,67016.509,14.741
2012,1.545221571256093,11466.4159300003,25258.59331721324,3.56037151702788,1.33,45.2406,19.81515,24.675,33.58,35.51103,,100.0,,89243.817,88464.274,17.002
2013,0.85655708060645,11571.61484874778,25490.32891116644,0.99198260633235,1.29,44.42262,20.2094,24.2,33.3,35.569952,,100.0,,102911.37,100563.477,18.581
2014,3.836958493517969,12024.60950709939,26488.20025300717,0.0538213132400467,1.32,46.05909,10.02191,25.8,33.86,35.675176,,100.0,,47051.85,43125.798,8.894
2015,4.383298635072762,12560.05141968203,27667.68908347345,-0.874125874125849,1.32,47.52027,8.982535,26.0,32.83,35.729066,,100.0,,40470.125,36607.521,7.941
2016,2.953508841677177,12936.57325683867,28497.10361176618,-0.664767331434023,1.39,48.26152,9.041024,28.425,34.51,35.579167,,100.0,,41038.495,36930.224,8.328
2017,5.140017574094458,13599.81801911475,29958.12070920745,2.07593553673862,1.48,47.11093,9.890125,29.625,34.8,35.660393,,100.0,,57641.746,51854.947,9.104
2018,5.945208477054976,14408.384388723,31739.25696177226,1.81295156542681,1.46,,,30.975,35.09,35.750703,,100.0,,47986.798,42235.066,7.467
2019,4.450036363636372,15053.23935526845,33159.76442007412,2.227478809383,1.44,,,,35.19,,,100.0,,47760.665,41027.752,6.808
2020,-2.020116215054486,14774.98919930705,32546.82594193189,3.3744697261859,1.39,,,,31.84,,,100.0,,48933.707,39999.663,6.431
2021,6.847760738652326,15850.29254022063,34915.5390556534,5.05502704719268,1.33,,,,31.03,,,100.0,,57320.784,47045.005,7.259
2022,4.874023579093361,16704.94339703099,36798.19171295851,14.4294507575757,,,,,31.14,,,100.0,,47153.335,36434.57,5.21
2017,3.506345284812397,20441.48580410835,33044.71673874793,1.36861411643481,1.38,43.80917,5.889122,25.875,33.98,41.402359,,100.0,,45600.614,23693.56,10.082
2018,2.849325934361786,21057.61747842322,34040.72538736647,0.99371568346825,1.42,44.7372,5.815191,27.25,34.18,40.710546,,100.0,,44543.465,22289.986,9.488
2019,2.682759921180761,21617.41162437902,34945.6615139469,0.338178410046125,1.43,,,,34.28,,,100.0,,49317.713,24523.751,10.183
2020,-8.300516042211513,19802.2290212165,32011.32515868289,-0.0124383299576167,1.41,,,,30.16,,,100.0,,54605.57,28279.906,11.493
2021,5.502757475190805,20835.10892753132,33681.02883171325,1.2656571906905,1.38,,,,29.74,,,100.0,,52539.636,27324.045,11.234
2022,6.68575118403605,22112.74376013244,35746.39147430435,7.83269124233316,,,,,31.09,,,100.0,,43556.67,22743.877,8.913
2001,3.253783981089754,9221.521860824005,16205.93122199826,7.32962019115532,1.2,74.30279,0.0396725,27.7,44.53,42.515235,46.0,,,0.002,0.002,0.0
2002,4.509444137870247,9640.865301325017,16942.88668962302,3.12714222984604,1.19,74.61357,0.0627874,27.025,42.77,42.058091,34.0,,,0.005,0.005,0.0
2003,5.499083076991568,10177.72141895484,17886.3593018151,8.55414305406651,1.2,72.6738,0.0730104,27.35,40.81,42.508074,30.0,,,8.355,8.355,0.016
2004,5.278880717801442,10717.17317112071,18834.39349022025,7.54850088183419,1.25,68.10699,0.1145531,26.325,39.23,42.163718,20.0,,,0.0,0.0,0.0
2005,6.62346125850533,11425.9001472696,20079.9124841553,2.70908494588391,1.27,66.71748,1.376797,25.625,36.58,38.007146,19.0,,,282.92,282.92,0.475
2006,8.493176745338445,12395.75218096627,21784.33346702754,4.48333120449611,1.25,64.14179,5.282591,25.9,35.22,38.29833,20.0,,,1742.623,1742.623,2.348
2007,10.83202881296528,13734.45554953205,24136.97493392048,2.75672371638138,1.27,62.948,7.621077,27.55,34.65,38.441367,29.0,,,3365.74,3365.74,3.62
2008,5.574886345113001,14487.70653177663,25460.74055475777,4.59817976325028,1.34,60.73937,8.275949,26.25,32.4,38.835921,22.0,,,4417.184,4417.184,4.627
2009,-5.455532867159789,13679.08440809154,24039.66551759945,1.61510464058236,1.44,62.4625,10.23132,22.825,31.31,37.714745,28.0,,,5713.028,5713.028,6.187
2010,6.71663274983085,14584.26067821006,25630.4251122435,0.957018132975136,1.43,61.4403,11.47299,20.675,30.96,37.917042,29.0,100.0,,6523.355,6523.355,7.1
2011,2.671452779095148,14954.57797550502,26281.22188319451,3.91928599146294,1.45,63.58319,12.58393,20.025,30.08,38.829902,,100.0,,7502.609,7502.609,8.077
2012,1.318802245562807,15126.03529877615,26582.54151680557,3.60610263522886,1.34,62.92916,13.82075,20.1,30.49,39.622236,,100.0,,8993.797,8993.797,9.255
2013,0.6327400072941884,15205.39557805462,26722.0095186339,1.40047368963031,1.34,61.58269,13.59276,20.4,30.79,41.125287,,100.0,,9926.223,9926.223,9.662
2014,2.697189807071254,15600.36716718019,27416.13381878932,-0.0761653295419824,1.37,59.7394,13.54834,21.775,31.66,41.250392,,100.0,,9644.606,9644.606,10.404
2015,5.16718160614154,16390.88217485071,28805.3873539017,-0.325219777427739,1.4,61.69291,12.86646,23.325,31.78,41.368674,,100.0,,8749.853,8749.853,10.03
2016,1.943950861023367,16687.98445714916,29327.51582960183,-0.520010196278324,1.48,61.31832,12.95949,25.225,32.42,41.516304,,100.0,,9522.567,9522.567,11.116
2017,2.938068677849031,17151.65247766804,30142.36745211889,1.31194588223234,1.52,60.41306,13.35543,26.925,33.18,41.600402,,100.0,,11964.779,11964.779,11.783
2018,4.030389714253488,17818.2341072167,31313.82008275308,2.51403712883808,1.54,,,27.45,32.29,41.740737,,100.0,,12038.484,12038.484,11.698
2019,2.50972314411537,18240.7209260966,32056.29973332529,2.66456133425443,1.57,,,,29.68,,,100.0,,13323.524,13323.524,12.56
2020,-3.336244672195235,17617.04931345605,30960.25729997119,1.9369412669422,1.59,,,,28.14,,,100.0,,16191.585,16191.585,14.121
2021,4.863263765531542,18513.08534254321,32534.95380657595,3.14960629921263,1.64,,,,26.25,,,100.0,,17469.222,17469.222,15.374
2022,1.668702939520699,18875.70674972868,33172.2257962936,12.774146363761,,,,,26.58,,,100.0,,16076.862,16076.862,13.746
2003,2.960260285794547,17803.37798189879,28805.38511905362,5.54416421752898,1.2,48.92871,2.024257,29.1,35.23,46.156228,39.0,,,343.932,343.932,1.063
2004,4.359192778439947,18567.56220592451,30041.8145706637,3.59297594249513,1.25,48.57228,2.642398,33.85,40.42,46.277781,35.0,,,669.187,597.97,1.589
2005,3.797972641986462,19239.39990782184,31128.82984160435,2.45150132316474,1.26,49.18871,3.255541,34.025,40.56,45.550904,38.0,,,843.495,763.043,2.222
2006,5.746396900644996,20280.15190459574,32812.73848585024,2.45792444195864,1.31,47.54088,3.678704,34.975,40.64,45.293668,41.0,,,1275.822,1162.969,2.806
2007,6.98016075450694,21574.75343601063,34907.36882656636,3.65749563284104,1.38,41.27394,4.141134,37.625,41.97,43.28492,40.0,,,1822.845,1511.812,2.928
2008,3.509841516995579,22296.70499682315,36075.46696882061,5.64742380573934,1.53,47.74838,4.899136,38.4,42.95,42.876682,40.0,,,2005.615,1632.346,3.093
2009,-7.548437791341783,20428.16985952208,33052.22754239462,0.83926224679384,1.53,46.50082,5.590984,35.275,40.97,42.239052,42.0,,,2581.966,2108.668,4.037
2010,1.343748472202151,20612.58953053082,33350.61359319559,1.80117022137136,1.57,46.94899,6.355041,34.075,39.99,42.539289,50.0,100.0,,2828.465,2317.144,4.769
2011,0.8613277327193032,20746.988405299,33568.06734557904,1.80285171941907,1.56,49.92008,6.812169,31.55,37.5,42.647217,,100.0,,2881.878,2373.671,4.95
2012,-2.639438756766893,20157.0052544663,32613.49052927107,2.5974138603901,1.58,49.4604,6.934237,27.325,34.46,42.50224,,100.0,,2995.434,2473.534,5.171
2013,-1.02928277204056,19922.47429045502,32234.02575873389,1.76920085881896,1.55,48.75959,7.014071,26.575,33.85,42.372659,,100.0,,3209.139,2661.539,5.294
2014,2.768158830650364,20453.83338771869,33093.75043844101,0.199343826570849,1.58,48.88227,7.392825,26.8,33.7,42.505138,,100.0,,3109.832,2565.867,5.616
2015,2.210081606505938,20890.16643041727,33799.72552630804,-0.525552285820838,1.57,49.8541,7.691136,29.575,35.41,42.572902,,100.0,,2926.674,2418.744,5.718
2016,3.191852517824984,21541.17642194898,34853.04212394974,-0.0549995416704911,1.58,49.87653,7.628432,28.625,33.78,42.686203,,100.0,,2963.009,2436.371,5.715
2017,4.815380632313662,22563.75893981184,36507.5530416531,1.42910743319297,1.62,49.28619,7.652724,34.75,39.15,42.907803,,100.0,,3591.172,2944.901,5.709
2018,4.454365747218958,23483.52912456403,37995.71637895613,1.73860861988181,1.6,,,35.15,38.58,43.25104,,100.0,,3594.648,2954.014,5.624
2019,3.451079244239025,24125.39203631072,39034.23324835581,1.63052260754338,1.61,,,,36.23,,,100.0,,3939.628,3234.403,5.926
2020,-4.321369904510703,22928.76274019337,37098.11934039697,-0.0548568157606067,1.59,,,,31.47,,,100.0,,4615.894,3782.783,6.553
2021,8.211062591812805,24744.84129726099,40036.4854356389,1.91706506089267,1.64,,,,33.87,,,100.0,,4624.027,4211.334,7.112
2022,5.374552653594748,26066.69138559055,42175.20320609242,8.8336988674945,,,,,35.88,,,100.0,,4232.451,3865.871,6.355
2001,3.93300276489272,24707.36707368611,35873.87187767597,3.58983413338114,1.23,39.71091,6.969842,34.0,42.38,38.858001,18.0,,18.0,46077.713,34513.268,5.587
2002,2.730948329309953,25026.08647102069,36336.63663892354,3.0656568590222,1.25,41.71663,8.300144,34.4,43.63,39.101446,17.0,,16.0,85241.063,43465.217,5.53
2003,2.981936316446721,25310.45638741285,36749.52765705969,3.03888839396654,1.3,38.52188,8.172558,34.675,44.38,38.58189,16.0,,15.0,116531.074,61239.46,6.044
2004,3.122733516626241,25654.33655159235,37248.82460417099,3.03924881090927,1.31,37.8032,7.950713,35.35,44.88,38.809975,21.0,,17.0,136722.694,75805.632,6.476
2005,3.652084191901437,26145.80857861962,37962.41761780357,3.36881409750382,1.33,36.38964,7.820019,38.5,47.92,38.968565,26.0,,20.0,130359.445,77409.791,7.076
2006,4.102685740727054,26762.2672557942,38857.48504999447,3.51557576832125,1.36,35.62949,7.386024,39.55,48.17,39.112234,26.0,,21.0,160132.713,97120.914,7.346
2007,3.604738461998181,27218.44925973535,39519.83869995968,2.78679745804947,1.38,37.88449,7.39198,39.225,47.89,38.987028,24.0,,20.0,194787.242,127306.074,8.041
2008,0.8870670455764156,27025.29494328706,39239.38821002199,4.07534335957341,1.45,46.51217,8.045157,36.025,47.7,37.991003,25.0,,22.0,175804.693,108733.883,7.042
2009,-3.763107042447302,25778.95646506525,37429.7665392627,-0.287813083535237,1.38,46.67536,8.16411,28.025,45.04,38.257526,27.0,,24.0,192368.792,122557.82,7.956
2010,0.1629195177582261,25702.34684481489,37318.53316934261,1.79986457728766,1.37,47.56162,8.137804,24.975,42.66,39.746546,26.0,100.0,23.0,179583.142,112224.565,7.83
2011,-0.8143847766489216,25402.60507174621,36883.32297752475,3.19610188833788,1.34,46.21887,7.652749,22.0,40.92,39.985142,,100.0,,172641.99,108246.916,7.864
2012,-2.958922132300245,24634.96208842388,35768.74342927206,2.44612782366812,1.32,46.5459,7.945216,18.4,39.03,40.615097,,100.0,,180436.962,114227.754,8.396
2013,-1.403341867906377,24368.96823709192,35382.53354642726,1.40858109183012,1.27,44.02632,7.792588,16.825,37.78,40.660487,,100.0,,199630.2,127477.564,9.056
2014,1.395775367279754,24783.08294686853,35983.80757116981,-0.151114837527181,1.32,42.03353,7.999133,16.7,35.71,40.716086,,100.0,,183600.209,121585.037,9.698
2015,3.83851887667484,25754.36102943998,37394.05518629801,-0.500365709903282,1.33,40.3852,7.859027,17.925,34.72,39.389283,,100.0,,168043.862,113175.331,9.642
2016,3.037774141724455,26514.32481196793,38497.48491576996,-0.202598000426425,1.34,40.34495,7.827117,18.35,33.05,39.379123,,100.0,,164240.517,112021.352,9.536
2017,2.975760729248634,27239.35243648146,39550.18907611227,1.95607633363964,1.31,39.16698,7.73671,20.475,33.33,39.258454,,100.0,,189360.86,132128.841,9.477
2018,2.284469419476224,27739.86476825294,40276.90816397048,1.67498136863794,1.26,40.91595,7.602762,21.65,32.98,39.383824,,100.0,,173296.568,121437.379,8.81
2019,1.983966223088302,28087.89792034385,40782.23504360348,0.699518994458693,1.23,,,,32.99,,,100.0,,182493.716,129949.403,9.287
2020,-11.3254383222864,24785.44671469198,35987.23964484216,-0.322753017299705,1.19,,,,29.91,,,100.0,,199627.288,144680.052,10.546
2021,5.519594973268198,26125.87166627451,37933.47020964907,3.09313511976406,1.19,,,,31.55,,,100.0,,194507.22,143729.126,10.515
2022,5.451739623432388,27434.8799078797,39834.08526936456,8.39057634118639,,,,,32.73,,,100.0,,166495.508,122241.126,8.636
1995,3.93519292606446,34648.11891545751,34233.70277762879,2.45514857818396,1.73,26.01379,16.57118,,45.46,,16.0,,15.0,44489.354,0.0,0.0
1996,1.579456406499233,35139.40299161076,34719.1107469171,0.533131978766251,1.6,23.07235,18.533,,43.13,,17.0,,16.0,57014.492,0.0,0.0
1997,3.070526592963745,36197.63420648071,35764.68476403078,0.658410256243524,1.52,18.43652,21.63311,,41.08,,17.0,,17.0,53024.986,0.0,0.0
1998,4.311836353262692,37737.46227538247,37286.09539437573,-0.267132668354967,1.5,16.268,22.7955,,40.62,,18.0,,18.0,58537.764,0.0,0.0
1999,4.247184143675483,39309.59700165186,38839.42627149542,0.462175756339131,1.5,13.42651,20.52382,,42.3,,18.0,,18.0,66935.557,0.0,0.0
2000,4.766348871487196,41117.15243035042,40625.36205205377,0.899143734041743,1.54,13.21184,24.05193,,40.71,50.139717,17.0,,17.0,61647.93,0.0,0.0
2001,1.449498617969809,41601.30767828472,41103.72645897738,2.40595834145435,1.57,14.54801,24.46035,44.175,52.36,49.099191,14.0,,14.0,70559.831,17691.118,7.538
2002,2.196921062174596,42377.11963797502,41870.25915600985,2.15848213589263,1.65,15.23797,30.98833,42.775,50.51,47.768617,11.0,,11.0,93882.946,20425.156,6.937
2003,2.309810590328112,43194.92616840472,42678.28413885659,1.92565534892387,1.71,14.27795,27.76627,41.25,50.62,48.229722,10.0,,10.0,115642.352,26358.148,7.009
2004,4.336856153844735,44891.32320639702,44354.39106209767,0.373659828721796,1.75,13.64477,28.56488,39.125,48.55,48.39539,13.0,,12.0,156697.76,29289.299,6.845
2005,2.858803239902613,45990.37432639839,45440.2967492535,0.453170852576176,1.77,12.21101,28.11406,38.95,49.89,48.05073,15.0,,13.0,155130.428,31183.278,8.467
2006,4.662773551751258,47864.81086423089,47292.31369332655,1.36021468627688,1.85,12.19657,24.48409,40.275,51.34,47.75037,17.0,,14.0,234208.088,39093.73,8.597
2007,3.43922177600065,49145.19583324119,48557.38434772469,2.21216883436735,1.88,14.03746,24.59499,42.15,52.24,45.322344,15.0,,13.0,274642.79,41568.854,8.03
2008,-0.4505592567433609,48544.1158941036,47963.49375204067,3.43704910602875,1.91,16.22396,27.72795,42.15,52.84,44.81103,10.0,,9.0,236822.011,29821.269,6.826
2009,-4.339790574529346,46043.48094499936,45492.76817493599,-0.494460544378046,1.94,14.94742,26.24639,38.25,51.02,43.233667,11.0,,10.0,242121.97,35954.191,7.658
2010,5.95210700755608,48369.91004078761,47791.37152459466,1.15798802715629,1.98,14.40532,25.08519,38.825,51.63,42.756325,9.0,50.2982851311266,8.0,280018.779,47126.548,8.848
2011,3.195333234889404,49539.97260764923,48947.43931121554,2.96115073822139,1.9,15.71395,28.24367,40.9,52.98,42.814102,,51.2823887460737,,322190.136,46714.143,8.631
2012,-0.5883045689907362,48885.54841797249,48300.84250015781,0.8883775069237,1.91,15.86142,28.35285,40.175,52.58,42.85535,,58.0741648560815,,377350.45,57406.103,9.976
2013,1.187775715906,49048.81875002379,48462.16000294886,-0.0442929701486557,1.89,15.14184,27.71988,41.675,54.5,43.010853,,58.3289361627986,,399517.42,53767.396,9.035
2014,2.657798275316424,49855.30101231298,49258.99616395385,-0.17963849411465,1.88,13.72074,28.28027,42.75,55.45,42.46309,,58.5925239048372,,383673.965,47035.778,9.114
2015,4.489281587904912,51545.48360953215,50928.96297555204,-0.0467847449832651,1.85,13.70282,27.29823,43.9,55.13,42.612492,,58.9799401031388,,374145.579,43698.346,8.657
2016,2.070593150520963,51955.86107036343,51334.43203016408,0.984269244577978,1.85,13.59038,27.97877,44.45,54.84,42.842793,,59.2465403767547,,389264.086,20128.997,4.132
2017,2.567924525264758,52576.81028210514,51947.95424782436,1.79449904665596,1.78,13.74748,28.91941,44.925,54.7,42.933366,,59.69083207555,,505463.694,22609.649,4.012
2018,1.950022845699834,52983.00686174822,52349.29242755991,1.95353530127029,1.76,14.81621,29.66518,45.125,54.09,43.062779,,60.4321824167041,,470565.865,21116.88,3.917
2019,1.986195873803908,53490.35181987459,52850.5691792533,1.78415097403832,1.71,,,,55.02,,,61.6053426658882,,539365.866,22839.784,4.206
2020,-2.170213178858717,51952.67313283421,51331.2822226344,0.497367318853562,1.67,,,,52.06,,,62.1235560691341,,663485.79,25814.704,4.19
2021,5.385840183662879,54422.9181276759,53771.98133093748,2.16319736447149,1.67,,,,54.05,,,62.5240575417647,,712115.6,29806.486,4.91
2022,2.642216739825699,55482.00072499025,54818.39654735615,8.36929098869187,,,,,56.91,,,62.5701847518659,,561147.373,24603.685,4.291
2013,1.792144057074836,82479.92153564018,66196.94731256945,-0.217323155115639,1.52,32.78782,32.29453,62.075,68.01,22.210721,,43.6104460410216,,907734.999,807893.16,110.025
2014,2.349881275086261,83394.37114237239,66930.86862711259,-0.0132025387515987,1.54,32.53656,32.39976,62.05,67.9,21.868976,,43.6104460410216,,880702.603,785906.324,116.785
2015,1.644627686992848,83806.44760038373,67261.59400938566,-1.14390867228178,1.54,32.44774,33.29158,61.55,67.52,21.855054,,43.6646380024708,,892585.595,794357.594,117.975
2016,2.068689667099605,84611.09984796056,67907.39387735435,-0.434618664285843,1.54,32.77256,33.49868,62.5,68.35,22.065636,,43.6646380024708,,909680.715,810967.132,121.553
2017,1.362799557114158,84967.58854846985,68193.50549440944,0.533787839825886,1.52,32.19968,32.86118,63.125,68.67,22.09583,,43.726917945276,,1022637.36,916820.688,130.621
2018,2.860445794616325,86756.60212945126,69629.33661011346,0.936335464113605,1.52,,,62.6,67.99,22.238596,,44.9784350364876,,995522.912,889184.841,123.442
2019,1.141982325052766,87123.66043632264,69923.9312089954,0.362886179940635,1.48,,,,66.48,,,57.1675891179358,,1150124.183,1038100.429,140.211
2020,-2.375563279676527,84434.77849012919,67765.88142902593,-0.725874933313391,1.46,,,,65.02,,,57.7030793196379,,1330796.017,1206130.788,153.001
2004,9.795936389202822,7112.492271468295,16775.07919566951,8.59826168115267,2.224,,,,37.78,42.7579,62.0,,52.0,1638.837,1638.837,0.377
2005,8.992304936265171,7648.304727544803,18038.81292523237,8.17916036802001,2.224,,,,37.73,42.800849,63.0,,53.0,3233.032,3233.032,0.639
2006,6.947988085719928,8074.335428319183,19043.62227651219,9.597242122884452,2.227,,,30.325,36.27,42.685484,59.0,,48.0,4024.131,4024.131,0.713
2007,5.043507931571042,8377.149378979253,19757.8203114617,8.75618090972635,2.195,,,30.2,36.49,42.219318,59.0,,48.0,8793.676,8793.676,1.16
2008,0.8150245730077046,8344.552780013733,19680.94001292701,10.4441283764885,2.178,,,30.275,37.14,38.721943,60.0,,49.0,9309.041,9309.041,1.416
2009,-4.823153953017695,7842.57602878755,18497.00905949967,6.25097663090625,2.162,,,28.925,37.44,36.73884,59.0,,48.0,14542.994,14542.994,2.154
2010,8.427104322761906,8390.822380039368,19790.06859615172,8.56644420552977,2.137,72.93049,0.0,29.975,37.37,36.977973,65.0,1.08597042687301,52.0,16768.516,16768.516,2.213
2011,11.20011058335035,9207.513494861303,21716.26515379091,6.47187967115097,2.133,75.95959,0.0,32.025,38.47,37.028177,,1.08597042687301,,28284.44,28284.44,3.812
2012,4.788492711080082,9506.966574982847,22422.53644980022,8.89156996512164,2.149,73.93483,0.0,31.525,37.37,37.12741,,1.08597042687301,,30199.729,30199.729,3.403
2013,8.48581699653026,10138.79696358833,23912.73206654702,7.49309030547697,2.165,75.43015,0.0,32.225,38.82,37.35727,,1.08597042687301,,35543.012,35543.012,4.164
2014,4.939715161365797,10430.41249679541,24600.51821485116,8.85457271364318,2.2,74.53591,0.0,33.525,40.79,38.086217,,1.12215239579686,,41119.007,41119.007,4.644
2015,6.084486904436631,10851.92010698043,25594.65968770671,7.6708536484588,2.194,75.56131,0.0,34.075,41.78,38.18596,,1.12215239579686,,37196.459,37196.459,4.605
2016,3.323084208457459,11022.49470311546,25996.96625616696,7.77513415328334,2.177,76.19229,0.0,34.1,42.34,38.241023,,1.12215239579686,,35216.581,35216.581,4.723
2022,5.565860039770172,13990.74686928239,32997.70007206306,72.3088359891207,,,,,43.84,,,1.12215239579686,,22603.035,22603.035,2.819
2001,2.157428177848317,39879.20578478292,39540.47564655408,1.53234960272418,1.63,21.03645,40.25533,56.625,61.89,32.18807,3.0,,3.0,1072924.698,1072924.698,64.588
2002,1.770765298772687,40413.9231510367,40070.65117492971,1.52040245947458,1.63,22.38931,43.41483,56.2,62.39,32.251521,6.0,,6.0,1019320.05,1019320.05,53.076
2003,3.12305331258689,41482.46170649633,41130.11366667464,1.3765003854201,1.7,23.00788,41.77326,55.45,61.18,33.794608,5.0,,5.0,1294503.59,1294503.59,57.581
2004,2.344971481616611,42214.35341773356,41855.78876011226,1.39039756680426,1.75,23.50794,42.04788,55.6,61.56,33.920048,5.0,,4.0,1538431.562,1538431.562,60.188
2005,2.66833765676094,43044.21152981169,42678.59813720475,2.08913649025072,1.76,23.11836,41.95164,54.3,62.22,33.943313,4.0,,3.0,1647240.138,1647240.138,68.349
2006,2.160405320591124,43652.09467240625,43281.31797885423,2.45566166439288,1.82,24.00218,40.31835,53.65,62.31,33.981118,3.0,,2.0,2079091.82,2079091.82,71.912
2007,2.563460460501091,44423.83525115498,44046.50346735549,2.38656150773328,1.86,24.66296,40.38335,52.625,61.39,34.123721,4.0,,3.0,2120228.271,2120228.271,68.464
2008,-0.1543443147065062,44007.5492767144,43633.75338594211,3.52140856342537,1.91,26.95598,40.88247,52.05,61.24,32.78177,5.0,,4.0,1309981.996,1309981.996,56.348
